row,title,doi,status,detail
131,Babelomics 5.0: functional interpretation for new generations of genomic data,https://doi.org/10.1093/nar/gkv384,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkv384.txt
132,Bacterial protein networks: properties and functions,https://doi.org/10.1038/nrmicro3508,no_content_found,DOI resolves but no OA PDF or abstract was found
133,BAP31 regulates mitochondrial function via interaction with Tom40 within ER-mitochondria contact sites,https://doi.org/10.1126/sciadv.aaw1386,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_sciadv.aaw1386.txt
134,Behavioral and neural network abnormalities in human APP transgenic mice resemble those of App knock-in mice and are modulated by familial Alzheimer’s disease mutations but not by inhibition of BACE1,https://doi.org/10.1186/s13024-020-00393-5,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13024-020-00393-5.pdf
135,Beyond Technical Aspects: How Do Community Smells Influence the Intensity of Code Smells?,https://doi.org/10.1109/TSE.2018.2883603,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TSE.2018.2883603.txt
136,"Biofilms in plastisphere from freshwater wetlands: Biofilm formation, bacterial community assembly, and biogeochemical cycles.",https://doi.org/10.1016/j.jhazmat.2024.134930,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.jhazmat.2024.134930.txt
137,Biological feedback control-Respect the loops.,https://doi.org/10.1016/j.cels.2021.05.004,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2021.05.004.txt
138,"Biological Robustness: Paradigms, Mechanisms, and Systems Principles",https://doi.org/10.3389/fgene.2012.00067,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2012.00067.pdf
139,Bipartite graphs in systems biology and medicine: a survey of methods and applications,https://doi.org/10.1093/gigascience/giy014,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_gigascience_giy014.txt
140,Biphasic growth dynamics control cell division in Caulobacter crescentus,https://doi.org/10.1038/nmicrobiol.2017.116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_nmicrobiol.2017.116.txt
141,Bow-tie architectures in biological and artificial neural networks: Implications for network evolution and assay design,https://doi.org/10.1016/j.isci.2023.106041,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.isci.2023.106041.txt
142,Bow-tie signaling in c-di-GMP: Machine learning in a simple biochemical network,https://doi.org/10.1371/journal.pcbi.1005677,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1005677.pdf
143,Brain energy rescue: an emerging therapeutic concept for neurodegenerative disorders of ageing,https://doi.org/10.1038/s41573-020-0072-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41573-020-0072-x.pdf
144,Bridging Mechanistic and Phenomenological Models of Complex Biological Systems,https://doi.org/10.1371/journal.pcbi.1004915,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1004915.pdf
145,BRIGHT: A Bridging Algorithm for Network Alignment,https://doi.org/10.1145/3442381.3450053,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1145_3442381.3450053.txt
146,Bromodomain biology and drug discovery,https://doi.org/10.1038/s41594-019-0309-8,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41594-019-0309-8.txt
147,C2H2-Type Zinc Finger Proteins: Evolutionarily Old and New Partners of the Nuclear Hormone Receptors,https://doi.org/10.1177/1550762918801071,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1177_1550762918801071.txt
148,Cancer mutationscape: revealing the link between modular restructuring and intervention efficacy among mutations,https://doi.org/10.1038/s41540-024-00398-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41540-024-00398-6.pdf
149,Cancer mutationscape: revealing the link between modular restructuring and intervention efficacy among mutations,https://doi.org/10.1038/s41540-024-00398-6,paper_downloaded,already present
150,Capturing protein communities by structural proteomics in a thermophilic eukaryote,https://doi.org/10.15252/msb.20167412,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20167412.txt
151,Carboxysomes: metabolic modules for CO2 fixation.,https://doi.org/10.1093/femsle/fnx176,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_femsle_fnx176.txt
152,Cascading failures in complex networks,https://doi.org/10.1093/comnet/cnaa013,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_comnet_cnaa013.txt
153,Cavity Spintronics: An Early Review of Recent Progress in the Study of Magnon–Photon Level Repulsion,https://doi.org/10.1016/bs.ssp.2018.08.001,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1016_bs.ssp.2018.08.001.pdf
154,CeFra-seq reveals broad asymmetric mRNA and noncoding RNA distribution profiles in Drosophila and human cells,https://doi.org/10.1261/rna.063172.117,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1261_rna.063172.117.pdf
155,Cell Signaling as a Cognitive Process,https://doi.org/10.1016/j.cell.2017.09.008,doi_title_mismatch,Crossref title: 'Structural Basis for a Safety-Belt Mechanism That Anchors Condensin to Chromosomes' | saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2017.09.008.txt
156,Cell size control driven by the circadian clock and environment in cyanobacteria,https://doi.org/10.1073/pnas.1811309115,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1811309115.txt
157,Cell size homeostasis: Metabolic control of growth and cell division.,https://doi.org/10.1016/j.bbamcr.2018.10.002,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.bbamcr.2018.10.002.txt
158,Cell-type–specific eQTL of primary melanocytes facilitates identification of melanoma susceptibility genes,https://doi.org/10.1101/gr.233304.117,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_gr.233304.117.txt
159,Cell–cell communication: new insights and clinical implications,https://doi.org/10.1038/s41392-024-01888-z,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41392-024-01888-z.txt
160,Cellular Quiescence in Budding Yeast,https://doi.org/10.1002/yea.3545,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_yea.3545.txt
161,CGMega: explainable graph neural network framework with attention mechanisms for cancer gene module dissection,https://doi.org/10.1038/s41467-024-50426-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-024-50426-6.pdf
162,Challenges and opportunities for digital twins in precision medicine from a complex systems perspective,https://doi.org/10.1038/s41746-024-01402-3,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41746-024-01402-3.pdf
163,Characterization and mitigation of gene expression burden in mammalian cells,https://doi.org/10.1038/s41467-020-18392-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-020-18392-x.pdf
164,Characterization of the dual functional effects of heat shock proteins (HSPs) in cancer hallmarks to aid development of HSP inhibitors,https://doi.org/10.1186/s13073-020-00795-6,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13073-020-00795-6.pdf
165,Characterizing cycle structure in complex networks,https://doi.org/10.1038/s42005-021-00781-3,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s42005-021-00781-3.pdf
166,Characterizing the replicability of cell types defined by single cell RNA-sequencing data using MetaNeighbor,https://doi.org/10.1038/s41467-018-03282-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-018-03282-0.pdf
167,Childhood Trauma and Functional Connectivity between Amygdala and Medial Prefrontal Cortex: A Dynamic Functional Connectivity and Large-Scale Network Perspective,https://doi.org/10.3389/fnsys.2017.00029,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3389_fnsys.2017.00029.txt
168,Circuit and molecular architecture of a ventral hippocampal network,https://doi.org/10.1038/s41593-020-0705-8,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_s41593-020-0705-8.txt
169,Circular RNAs are long-lived and display only minimal early alterations in response to a growth factor,https://doi.org/10.1093/nar/gkv1367,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkv1367.txt
170,Clinical epigenetics settings for cancer and cardiovascular diseases: real-life applications of network medicine at the bedside,https://doi.org/10.1186/s13148-021-01047-z,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s13148-021-01047-z.pdf
171,Clinical Metabolomics: The New Metabolic Window for Inborn Errors of Metabolism Investigations in the Post-Genomic Era,https://doi.org/10.3390/ijms17071167,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_ijms17071167.txt
172,Co-regulatory networks of human serum proteins link genetics to disease,https://doi.org/10.1126/science.aaq1327,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.aaq1327.txt
173,Coactivator-Dependent Oscillation of Chromatin Accessibility Dictates Circadian Gene Amplitude via REV-ERB Loading,https://doi.org/10.1016/j.molcel.2015.10.024,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.molcel.2015.10.024.txt
174,Cognitive Aging and Time Perception: Roles of Bayesian Optimization and Degeneracy,https://doi.org/10.3389/fnagi.2016.00102,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fnagi.2016.00102.pdf
175,Colony stimulating factor-1 receptor signaling networks inhibit mouse macrophage inflammatory responses by induction of microRNA-21.,https://doi.org/10.1182/blood-2014-10-608000,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1182_blood-2014-10-608000.txt
176,Combinatorial assembly and design of enzymes,https://doi.org/10.1126/science.ade9434,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1126_science.ade9434.txt
177,Combined MEK and ERK inhibition overcomes therapy-mediated pathway reactivation in RAS mutant tumors,https://doi.org/10.1371/journal.pone.0185862,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pone.0185862.pdf
178,Combined use of network inference tools identifies ecologically meaningful bacterial associations in a paddy soil,https://doi.org/10.1016/J.SOILBIO.2016.11.029,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.SOILBIO.2016.11.029.txt
179,Combining a Toggle Switch and a Repressilator within the AC-DC Circuit Generates Distinct Dynamical Behaviors,https://doi.org/10.1016/j.cels.2018.02.008,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2018.02.008.txt
180,"Commentary: Multiscale Analysis of Independent Alzheimer's Cohorts Finds Disruption of Molecular, Genetic, and Clinical Networks by Human Herpesvirus",https://doi.org/10.3389/fnmol.2018.00340,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fnmol.2018.00340.pdf
181,Communication dynamics in complex brain networks,https://doi.org/10.1038/nrn.2017.149,no_content_found,DOI resolves but no OA PDF or abstract was found
182,Community detection in networks: A multidisciplinary review,https://doi.org/10.1016/J.JNCA.2018.02.011,no_content_found,DOI resolves but no OA PDF or abstract was found
183,Community structure in social and biological networks,https://doi.org/10.1073/pnas.122653799,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1073_pnas.122653799.pdf
184,Comparative Analyses of Gene Co-expression Networks: Implementations and Applications in the Study of Evolution,https://doi.org/10.3389/fgene.2021.695399,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.3389_fgene.2021.695399.pdf
185,"Comparing the strength of modular signal, and evaluating alternative modular hypotheses, using covariance ratio effect sizes with morphometric data",https://doi.org/10.1111/evo.13867,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1111_evo.13867.txt
186,Comparison of Methods for Differential Co-expression Analysis for Disease Biomarker Prediction,https://doi.org/10.1016/j.compbiomed.2019.103380,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.compbiomed.2019.103380.txt
187,Complex‐centric proteome profiling by SEC‐SWATH‐MS,https://doi.org/10.15252/msb.20188438,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.15252_msb.20188438.txt
188,Complexity and Modularity of Intracellular Networks: A Systematic Approach for Modelling and Simulation,https://doi.org/10.1049/iet-syb:20080092,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1049_iet-syb_20080092.txt
189,Computational Design of Synthetic Gene Circuits with Composable Parts,https://doi.org/10.1093/bioinformatics/btn330,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioinformatics_btn330.txt
